study_hours,sleep_hours,attendance,previous_score,extra_classes,final_score
6,8,91,87,0,120.75320791943835
8,6,52,77,1,115.79659945116227
7,8,76,87,1,124.12213038567674
9,5,52,55,0,106.4462347118825
4,6,77,72,0,86.6786198181979
2,5,66,42,1,63.363895291658885
7,5,80,77,1,113.56190043011745
6,4,59,43,1,86.60403426742111
1,5,98,75,0,82.79714760647467
9,5,71,43,1,109.22879518255283
9,6,79,81,1,122.89155064516841
2,6,98,48,0,69.69710755255723
3,7,70,79,1,96.04064168268252
5,4,85,56,0,86.11409861943152
5,5,72,56,0,87.3143186017911
1,4,87,72,1,79.96298854566747
8,8,61,59,0,102.0999010468827
8,5,74,53,0,98.32531214138139
4,4,69,61,1,84.34424447396593
7,7,98,66,0,109.87509350075835
3,7,98,82,1,103.38433976838286
6,5,91,42,0,86.28203331506545
9,8,56,63,0,113.58332559934703
1,7,78,69,1,82.870105022529
5,7,97,47,1,107.88376236084383
4,8,78,61,1,95.70352275639232
8,4,62,64,0,95.84571264835668
1,7,52,49,1,77.45337687431532
9,6,51,88,0,118.36813188857167
6,7,65,68,1,107.45062393446409
4,4,79,79,0,94.16051491601246
9,4,87,40,1,107.21505514648874
5,5,55,60,0,84.17827025676237
5,6,94,78,1,103.68957717611967
5,4,56,63,0,83.13764523780706
1,8,54,48,0,54.57569348074881
1,6,56,83,0,74.42818581793733
8,6,83,65,0,105.77191271718357
8,8,81,48,1,111.08735092924361
6,7,98,59,0,104.57063123669118
4,8,62,74,1,99.00572945382592
2,8,79,75,0,88.63648286374544
2,7,74,81,1,88.66587329106801
9,7,70,75,0,116.1949825532416
5,7,70,48,0,88.60198080627242
4,7,77,61,1,97.939283386472
1,7,97,40,1,67.36608450686725
7,8,69,44,0,86.04536183743677
3,5,83,48,1,75.26555308397644
6,5,54,76,1,104.42603791016126
5,4,67,77,1,102.67442015091517
5,5,88,58,0,85.77644059799415
5,5,92,47,1,92.63654676868168
1,8,60,81,0,88.67215666570044
1,7,66,82,1,86.87655738620167
3,7,97,71,1,105.70751642616545
4,8,94,52,0,95.1936328504155
5,5,71,59,1,86.24900646886044
2,8,86,75,1,93.3500928825146
8,4,69,82,1,114.87377239145924
2,7,97,83,1,100.12066694010669
9,6,97,76,1,133.68164476719284
2,4,97,69,1,88.64342381137703
9,4,95,49,1,96.31899528110942
7,8,55,70,0,95.93579863453637
8,5,83,64,0,95.96309542511979
2,7,63,68,0,77.77682620327667
7,6,97,63,0,108.8024382473388
6,4,72,78,0,100.01612479305359
4,6,69,60,1,82.90535866142692
7,5,62,80,0,106.97072002559995
4,5,96,48,0,86.38131248234264
2,6,93,81,1,89.12425466397421
7,7,90,81,0,109.16980899275563
8,5,81,41,1,99.7993415688653
2,6,75,43,1,79.9589113680668
5,4,99,47,0,94.69871371099322
1,6,63,71,0,74.21702180224027
7,6,85,53,1,100.35001664209962
8,8,57,88,1,126.53421329744292
6,5,89,52,0,90.43787867595479
5,7,71,60,1,91.46246481663094
6,7,71,63,0,86.08016584189002
2,8,65,89,0,90.51191099173826
1,7,76,57,0,67.15066325431312
7,6,59,84,0,107.18215189764253
7,8,74,79,1,106.2032115188147
2,4,80,65,1,80.34913336291844
2,5,70,71,0,64.34439418014186
1,5,76,83,0,84.73970126634276
8,5,66,72,1,113.40945617067541
8,6,82,70,1,115.20667614287706
1,4,80,57,1,73.3135993004104
8,8,99,74,1,122.80962868668225
9,8,91,51,1,119.16187757807445
4,5,75,64,0,88.47387019230167
1,4,70,84,0,60.528553754543054
1,4,85,70,0,71.26387820161239
3,4,50,49,0,62.386779349318125
5,7,53,86,1,101.91853191127117
5,7,53,73,1,103.68550913113702
9,5,75,42,0,92.88049437538558
2,4,53,85,0,73.29420378277386
2,4,98,78,1,81.82065486845777
6,8,58,47,0,94.45143325636573
9,8,79,71,0,118.968549286956
1,5,94,82,1,87.00795555981647
9,4,53,68,1,107.63758658844644
9,5,54,61,1,109.88117914215162
9,8,94,59,0,120.43681701758062
5,8,72,45,1,103.33942106778544
9,7,65,82,1,126.76967944201887
4,5,71,88,0,92.97377285415459
2,5,86,68,1,81.99321631238026
6,4,57,81,0,93.63620523791595
4,4,97,56,0,77.5908153768508
6,7,82,70,0,103.79932103745793
3,6,87,73,0,93.51734053104458
6,6,92,77,1,110.03318199688381
2,6,65,76,0,75.46309971857944
2,5,54,43,1,70.27972573147117
9,5,65,41,1,92.86758421689417
7,8,56,51,1,87.96090811761349
3,5,50,74,1,76.23549028176309
1,5,58,45,1,52.197836414378514
8,5,67,85,0,114.5311303205229
6,7,94,47,1,98.89647749775213
7,5,96,60,0,102.7015647748808
9,4,52,85,0,116.86467088487386
5,4,73,74,0,88.44332569418613
1,8,77,87,1,96.4754470587282
7,7,59,54,1,106.25661399601601
5,4,58,46,1,76.1216875099317
3,7,62,54,1,83.28511427778156
9,7,97,84,0,128.8909104373551
1,8,84,45,1,78.32049064420394
1,7,72,86,1,80.74255406211863
1,5,96,56,0,63.57243877437327
3,7,66,43,0,68.34366142546229
6,8,95,61,0,100.55537595470115
3,8,56,71,0,80.71645445285057
8,8,65,61,0,104.9023670877643
2,4,89,66,0,81.30006765918127
9,5,85,85,0,120.96169710717032
3,4,69,54,1,71.58069344688457
5,6,73,83,1,103.64243311620551
8,5,96,61,0,105.45427360096691
2,7,54,67,0,69.02997248968643
6,8,94,81,1,111.63491593211516
5,6,55,77,0,92.34739058110539
9,5,77,48,0,99.25647146701473
5,4,54,73,0,90.53139369617337
2,8,98,75,0,85.6630195397053
5,4,88,48,0,80.68958222476061
4,5,87,54,1,97.16453610329374
7,5,51,84,0,97.60195241451075
6,6,92,59,0,97.91733373951938
2,7,88,47,0,67.82078008587317
5,4,70,67,1,85.7578624360951
7,6,89,58,1,115.43655491543839
7,8,86,55,0,105.15519746318573
5,7,67,50,0,84.76839419118811
9,6,97,81,0,118.11841882441888
4,4,95,47,0,81.79370694054151
3,5,61,72,1,90.08710972996913
4,8,66,49,1,91.04738530414265
5,4,86,57,0,90.64166614803081
6,7,95,74,0,103.85257211202298
3,7,87,82,1,102.66561708596495
2,5,64,89,1,92.03792480238305
4,5,56,42,0,58.827782074555486
5,8,63,79,0,93.79360204259108
4,8,99,66,0,103.1407866087172
3,5,50,67,1,82.88022888335965
8,5,87,85,1,115.85708483189303
4,7,52,45,1,81.07510729634586
2,5,86,86,1,94.27651699576809
2,6,93,53,0,80.30504477303576
1,4,80,46,1,61.827393382830294
4,5,92,49,1,90.3259174824045
9,8,62,54,1,115.81914387242811
7,6,97,70,0,109.34332532272144
7,8,67,68,1,110.18876273086643
7,6,66,81,1,109.05739185247673
8,5,66,56,1,111.0581947434294
1,4,60,68,0,64.39864030337117
8,8,69,88,1,121.0898783741141
4,6,59,83,0,87.62087043062625
4,7,78,54,0,85.03385300571057
4,5,97,65,1,100.36665585889105
6,4,83,51,0,81.7208657742474
7,5,66,64,1,111.03830001471223
6,7,91,80,0,112.84337647027807
1,4,62,44,0,55.932279864847054
8,7,93,43,1,107.91405228088283
7,5,96,83,1,120.39629483675563
6,6,88,87,0,111.158584310363
6,5,76,80,0,107.8889798451798
5,5,75,70,0,92.46035706273315
6,5,77,42,0,87.93525109246355
9,8,62,42,1,103.43076238323714
9,7,61,65,0,110.77820264156158
8,7,93,89,0,122.3803982788029
9,7,77,56,1,121.18264116274769
8,8,51,49,0,91.63126379640443
8,6,86,41,1,101.67510277869337
1,5,83,63,1,74.82519793772629
5,6,72,50,1,86.83024306163115
4,8,94,63,0,99.31247884721469
2,7,78,74,1,87.81671117631679
8,5,84,62,1,118.16962265270537
3,4,60,71,1,77.40762456934915
4,4,97,62,0,88.94688734971353
7,6,82,73,0,104.22107005343699
9,7,60,80,0,119.10486391265734
2,4,58,58,0,64.32025136511615
3,6,63,41,1,70.62468977650761
4,8,58,41,1,84.84237483251762
1,6,88,54,1,72.12829064472449
7,6,97,60,0,109.03257578809
2,6,52,74,1,75.75520043662603
5,5,78,44,0,80.96342600080187
1,6,68,82,0,72.42212335888277
3,6,85,66,0,82.1874142684663
2,5,81,63,1,80.38928477213567
1,5,56,46,1,68.87324583661538
7,8,77,45,0,97.10401935229886
5,7,93,85,1,122.67334157933354
1,4,67,72,0,70.20161645845458
6,4,54,88,1,101.2645787776253
5,6,72,56,0,94.29678261300346
3,8,71,85,0,96.98508811036709
7,6,75,81,0,106.78639203058643
9,4,91,69,1,122.15285729700149
9,5,61,47,1,100.33702625046195
9,7,89,79,1,120.25482901914351
2,8,68,85,1,98.5798657963281
3,5,96,46,1,87.27467027820964
7,7,50,45,0,95.68971014996137
5,8,52,43,1,85.21071846097631
2,8,76,40,0,67.55638287958733
3,4,67,54,1,79.27494713689292
6,5,99,70,1,113.94910182659453
7,8,79,64,1,119.89140591568211
9,8,51,86,0,119.07686188466779
1,7,54,72,1,75.37210513716204
7,4,78,74,0,99.82227790120737
8,6,82,44,1,106.287310433626
3,4,91,44,0,64.55869165884582
4,6,69,75,0,94.08043686431283
6,5,79,56,0,94.63917560932894
7,5,91,53,0,101.72535101229185
4,8,54,68,1,91.89112618250921
8,5,99,47,1,115.86489123765543
5,8,70,73,0,102.85996732713431
1,4,64,79,1,73.6646140431215
4,5,69,40,0,67.75410475151178
3,4,57,68,1,74.7016309329268
9,4,98,75,1,127.65641666387795
8,5,80,76,1,111.99930539380021
1,4,61,68,0,70.71696071791676
6,5,70,44,1,94.61486654172772
9,5,79,71,0,109.80491865524775
7,5,76,63,1,103.37225732703573
4,6,93,58,0,88.98310490681207
1,4,75,51,1,70.41991580234834
2,7,82,40,0,76.64671687804938
5,5,75,46,0,72.07253803565712
5,4,75,56,0,81.90909641236658
8,8,85,73,1,121.66991652219826
6,5,89,82,0,100.69665072556727
8,5,50,46,1,90.57444990347969
2,7,64,56,0,73.33884472175306
3,6,99,42,0,76.30660548580222
6,6,50,68,0,83.27689415696292
3,5,60,61,1,92.87041349004957
6,4,51,77,1,98.13088932602089
6,8,50,82,1,107.55847065053338
2,8,80,68,1,83.51036818466477
7,4,93,89,1,121.70353080985639
2,5,65,89,1,88.17893107979253
6,8,71,81,1,103.35738293642297
1,6,91,44,0,60.948722799927914
3,4,67,69,0,81.57463008836972
2,7,96,62,1,98.5200882500022
7,5,66,60,1,101.63582702521522
4,4,79,65,1,94.71541639146685
8,8,59,86,1,120.92122345708395
6,5,84,60,1,99.76726919659698
4,6,70,59,0,87.95489513809733
5,5,65,62,1,98.81388644589734
9,5,55,43,1,104.5054834673281
7,6,52,60,1,92.2681846230759
9,6,90,60,0,113.66520554842377
7,5,92,40,0,93.98762342238147
1,6,70,54,0,63.70161018246235
8,4,62,56,0,96.53928771707797
4,6,67,53,1,87.70288405834474
3,6,73,58,0,82.91404875977571
7,5,76,89,0,120.72935076110761
3,4,53,73,0,73.75279447637583
8,7,71,45,0,90.97983417580343
6,7,73,84,0,109.69117297007227
5,8,89,88,1,126.11905515592402
4,6,94,45,0,80.31512070022971
8,6,59,44,0,95.1342348853186
8,4,51,46,0,89.77872896236322
1,7,89,72,1,87.65721023672305
9,8,55,52,1,108.53462360521857
5,4,97,40,1,82.48285397139303
4,6,67,52,1,71.69168963789711
6,7,66,82,1,104.24074646667985
6,8,87,66,1,108.1484792544415
2,5,94,46,1,81.68711343711354
8,7,72,42,1,101.08435968824311
7,8,95,64,0,108.90487140540925
1,4,79,72,0,68.24507279023285
5,5,70,79,1,103.7840291425474
6,8,59,56,0,98.49178583215303
4,8,92,84,1,115.9171786093373
2,6,62,53,0,70.13074849879234
4,7,61,76,0,82.92193626808529
1,6,58,62,1,68.64162878578115
7,5,53,63,0,102.13652114444838
2,8,88,68,1,97.00975245957613
2,6,73,77,1,79.71248390882639
9,7,83,66,0,116.62204738400365
5,5,88,77,1,106.7154921633052
2,4,90,79,0,80.6892076848689
9,6,54,84,0,103.65397989295576
9,5,64,89,1,124.19412022508216
1,4,99,62,1,74.76120871189781
3,6,53,70,1,78.98079130457658
4,5,88,75,1,97.12659820034621
7,5,57,56,1,94.43162042672594
4,6,98,76,0,99.35458602952157
2,5,94,42,1,69.78005050539
7,8,73,75,0,109.29895235182961
6,6,77,44,1,83.31288314798621
3,5,92,85,0,96.65519532684038
6,4,76,54,0,73.51862293329421
6,4,50,88,0,95.5525495978319
5,8,83,45,0,92.99593076838477
4,6,66,49,0,71.00329656362587
1,5,86,71,1,84.882151018287
6,5,87,62,0,102.87866356060445
2,4,75,87,1,72.46050023751306
3,8,73,56,0,80.1431854821213
8,4,88,85,1,107.52113286185863
6,4,70,59,0,87.90895777214527
3,8,79,83,0,96.16414394509337
7,6,96,80,1,108.3872800704458
4,5,97,54,1,100.72419181039932
9,6,62,83,0,118.53007903817311
5,7,86,85,0,103.05488283958982
3,7,52,61,1,87.42689713749259
2,7,81,89,0,83.82193389678841
2,8,84,45,0,67.55414483240841
3,4,68,43,1,58.40272238165051
2,6,63,62,0,80.90522598269668
4,5,97,83,0,102.26173185736002
2,7,71,84,1,95.59700894924248
9,6,66,58,0,107.30500616959237
2,7,53,84,1,89.76883880572294
9,7,94,70,1,127.59038856947996
6,5,89,83,0,109.55460671353721
1,8,68,42,0,62.93801718111475
4,4,86,67,1,89.2570409721536
1,8,51,42,1,62.06687617392665
6,6,64,53,0,89.0679728663084
4,8,51,57,1,85.35274559776065
3,6,60,66,0,70.61113946123342
3,6,94,49,1,77.97506665695795
9,4,72,88,1,129.01420716958194
6,5,59,54,1,88.16502977058299
9,4,52,58,0,100.5236267351797
5,8,54,48,1,80.73940045138802
2,6,52,43,1,56.73427061676735
8,7,87,54,1,107.88201693734143
5,7,62,87,1,104.98717464614293
2,6,91,47,0,69.47429850357794
4,4,68,88,1,103.86966761552857
9,5,89,40,0,102.5976165076873
4,4,99,46,1,94.9446930928093
4,6,84,70,1,99.22204077035708
2,6,73,57,0,60.33724591040095
6,5,73,51,0,92.68020803229278
2,8,66,87,1,86.75224188765023
7,8,89,69,1,118.3526683360567
3,5,59,72,1,79.82657971168078
3,8,51,86,0,100.01355517232093
5,7,93,46,1,102.09798963715068
3,8,72,67,0,82.3908967914912
2,8,55,88,1,90.86321165939444
9,8,51,42,0,98.52299034824608
2,7,70,82,0,90.31707035780805
2,8,84,45,0,73.84575956162507
8,7,98,70,1,118.27552550309568
9,5,78,77,1,118.31220680399974
7,4,56,54,0,86.77759101811604
3,5,78,46,0,77.57228489382346
9,4,86,82,0,121.93918930268022
3,5,72,69,1,82.23292536692492
5,4,82,66,1,98.84186388854894
9,4,57,56,1,101.16507580560919
3,6,61,57,0,78.2520400259342
7,4,95,61,1,119.63505209164302
1,4,97,65,1,77.80586814528225
4,6,59,66,1,91.70802579863185
4,8,64,79,0,90.97303333981135
7,8,73,63,1,108.83868116404352
8,6,75,47,1,103.1478114343605
1,7,96,60,1,81.8315816997781
5,4,91,68,1,111.61506844387512
7,4,88,82,1,113.86703462660809
4,6,52,60,0,80.53425769392433
4,6,51,42,0,58.64956565338284
4,7,55,70,0,87.65998281684806
6,8,70,66,0,105.71027296176123
7,5,58,85,1,107.26201328710475
2,8,59,66,1,69.14888929479794
5,4,85,48,0,82.30674115586338
4,6,52,72,0,83.68591925192763
3,7,90,72,0,95.62037525372152
7,8,73,65,1,120.45451517706718
6,7,71,67,1,101.89973174699847
7,8,98,83,1,122.6185593816986
5,4,63,82,0,87.06541099314279
6,5,91,70,0,103.29039308515799
5,7,94,40,0,89.59677129409252
7,7,93,59,1,108.67172302818709
2,5,76,51,1,77.19341372862894
5,7,82,56,0,93.92692038409587
6,7,71,54,0,92.51615844822445
6,8,78,73,1,106.38792639627938
5,8,68,89,1,108.4906784225764
7,5,68,55,0,80.75122351158728
8,4,55,43,0,87.17893532099016
7,7,94,47,1,105.83170644373718
5,4,68,73,0,90.84239495544743
1,5,62,85,0,78.62159507782279
5,5,75,64,1,96.42910743216112
2,8,71,54,0,73.74808409676982
5,7,70,67,1,98.74334021581376
5,6,85,48,0,79.47841791651915
2,5,51,41,1,57.881396771552865
5,7,96,56,0,96.0523552684173
4,4,93,49,0,76.7207321204382
1,8,79,48,0,73.00075397936274
3,4,76,70,1,82.50683959522485
1,5,56,41,0,53.38152705624158
5,5,69,63,0,87.78282828407669
4,4,99,58,1,95.43138796805205
7,5,80,56,0,101.50395587014151
5,7,72,82,1,110.0701630548397
4,5,62,88,1,87.06996899308433
2,8,66,49,1,81.27074074006563
4,7,53,89,0,102.036541120973
2,6,63,67,1,76.98937857839266
8,5,69,77,0,110.38323456336425
3,5,62,87,1,87.64584159934608
9,8,52,67,0,100.35810746633923
4,8,75,89,1,104.30642367228806
6,4,75,89,1,107.29930480268195
5,4,67,40,0,71.32574634324092
1,4,81,42,1,58.50542954997006
9,8,63,54,0,103.23287416591381
1,4,96,49,1,71.24496839185795
8,4,52,60,0,89.74886508444928
9,6,50,76,1,117.71762166275013
9,4,75,54,1,110.9083032569872
1,5,73,62,0,79.80193873082246
2,8,98,53,1,92.52839966061731
1,7,84,54,0,72.41551529164208
2,6,63,49,0,62.29867851666161
8,8,52,48,1,102.06873675837
5,8,62,83,1,107.73297979958177
7,5,96,78,1,115.2334345549717
2,4,99,44,0,73.6186569837644
8,5,63,64,0,93.90950992659063
6,4,70,81,1,103.27800082231245
8,4,75,65,0,105.77929229658703
1,8,52,47,1,63.66207926203951
1,4,89,61,1,74.16622798285364
7,6,53,64,1,99.2110706940386
8,6,85,87,0,116.82199379656127
3,6,92,51,0,85.96950465787103
5,8,50,48,1,79.90981164038593
1,5,89,49,0,67.79079663704943
7,7,96,87,1,128.36823949141186
5,4,82,49,1,82.35689049395516
8,7,56,48,0,95.16552127190371
8,5,60,65,1,100.95183913627649
9,5,76,74,1,126.75521237527973
7,8,63,66,1,102.20608531511894
1,6,71,70,1,75.03051452884017
3,6,65,58,1,74.3788749582221
8,5,95,82,0,112.71150636566225
3,8,61,77,0,95.75607645441147
8,8,98,45,1,115.61387336956281
1,4,95,54,0,69.20146712850271
5,6,59,68,1,90.4171151832654
4,5,73,86,1,104.43805905523385
5,7,95,84,1,110.37888780316274
8,6,67,44,1,103.06819647165051
4,4,71,53,0,71.43744361697182
4,8,58,41,0,70.67746149062165
3,5,66,62,1,84.5914119305896
7,6,87,83,0,118.91913672077882
3,7,89,85,1,106.18736466948381
3,4,62,58,0,65.35162942121602
5,4,99,63,1,96.96636567138586
5,6,86,59,1,98.08449370599257
6,7,55,86,1,104.25359519044954
8,4,70,66,0,108.85481380064647
6,5,85,63,0,84.99026528024727
1,4,56,56,1,58.90630242315423
8,7,85,64,0,108.95216748565085
8,8,74,85,0,106.48028167614116
9,8,60,70,0,107.01885434881905
9,6,93,67,0,121.52644756271035
2,7,63,89,0,87.55141818276482
2,4,94,67,0,87.56568011021452
3,4,78,61,0,84.6261322294241
1,8,59,44,0,62.86523189301974
4,8,99,83,0,108.76619124500355
4,5,97,81,0,99.9296555428945
9,8,54,47,0,87.42458991060255
9,5,57,77,0,103.62720243336962
9,4,95,67,0,115.50337751549468
7,5,54,86,1,112.28012854373836
2,5,73,51,1,73.84834906069071
5,6,89,64,0,91.23767516142172
4,8,75,77,0,101.68703141234748
8,5,55,83,0,115.41222014377318
2,4,65,54,1,74.1899480014567
6,7,85,83,1,120.94799664795235
5,5,61,80,0,90.50387101022395
2,8,60,73,0,85.87967061350399
1,6,52,84,0,75.32879319663829
8,4,93,52,0,104.45777764261003
2,6,86,47,0,73.12715921412354
7,7,55,52,1,95.89256447279794
9,5,68,75,0,108.59998762438849
9,5,67,45,1,102.18931668222976
8,8,65,77,0,118.93380808741412
9,5,72,71,0,109.89262097343544
2,4,92,60,1,85.06673631304072
6,7,86,83,1,119.98535335308836
4,6,58,83,0,89.40531301490086
4,7,52,88,1,105.54400051809787
5,5,57,46,0,73.32226664404646
3,6,87,65,1,98.14773431306315
1,8,53,54,1,71.07063490770487
8,7,61,88,0,116.22067040773243
5,6,93,81,0,100.96099309831173
3,6,80,62,1,86.5586988493248
7,6,74,77,0,106.6812024325279
7,4,65,80,1,101.20851807374547
1,7,91,54,1,77.21192288641166
9,6,63,87,0,115.38098409951458
2,7,62,79,1,90.0299588448939
5,6,90,55,0,98.03140237864102
5,8,56,71,0,87.1654216185238
8,8,61,76,1,125.86153864183461
8,8,86,57,0,109.65724482807435
7,5,99,59,1,104.32489307530743
7,6,53,85,1,114.18877390104092
6,5,51,41,0,73.56772760872475
6,7,84,62,0,99.79131661984253
9,5,93,69,1,120.37860877893961
6,7,52,42,0,76.51631034067549
2,7,53,85,1,91.01998516200952
2,7,87,78,1,92.66849298552906
5,5,61,86,1,94.11674103910377
4,6,68,88,1,104.15530062107968
2,5,59,40,1,56.67208824488122
3,6,50,80,0,76.23369913662371
7,6,66,61,1,108.26303102488657
8,7,65,68,1,106.51830050394894
6,5,58,53,1,77.31777571536256
5,6,58,87,1,106.01430742480748
1,8,58,67,1,75.38068285259435
8,6,61,60,1,104.21172439430941
3,8,90,84,0,98.427498033249
6,5,64,71,0,95.85834969509364
3,5,51,45,1,64.03640379048466
7,5,60,40,1,95.38057437282882
7,6,60,60,1,92.618847598453
9,4,57,43,0,93.8243745833856
5,6,81,42,1,90.51060501938292
8,6,55,88,1,113.70174119583311
8,7,69,69,1,109.08132777361091
1,7,88,70,1,90.48587107085079
5,6,84,73,1,98.74569622991643
3,8,57,58,1,79.06668029624716
1,7,99,59,0,82.63654481229874
4,6,98,62,1,97.57370616769512
8,4,92,79,1,111.11428166185448
3,8,83,64,1,101.63529572276758
2,5,68,54,1,69.74994620610018
9,6,56,77,1,115.2862135504679
5,6,80,62,1,98.27892126163182
7,8,67,41,1,99.72538398502036
2,7,89,54,1,92.50552145645733
9,7,63,83,1,116.09965925297152
9,7,88,74,0,126.52976104462974
4,5,85,49,0,83.71504847025038
4,8,66,53,0,81.61417544562941
6,8,86,66,1,113.7363684740811
6,7,93,53,0,103.07137008818275
1,7,58,74,0,66.49018607506498
9,4,69,72,0,118.44883252940416
2,4,94,40,0,58.406188734309296
5,6,77,73,1,95.92341859380613
9,6,99,58,0,114.39106163187952
4,8,69,63,0,97.82470256593528
3,8,90,81,1,101.95871685123306
7,5,85,43,0,91.84033054974594
6,5,76,75,1,112.46039301952281
8,4,57,52,0,89.59840928717263
3,6,81,71,0,80.90781643534662
5,4,50,48,0,69.91382582380842
4,4,66,78,1,98.65395916902888
4,6,58,55,0,77.25432498527569
4,5,69,89,0,104.85329129528131
8,6,94,42,1,109.88967463131078
6,7,81,59,0,94.57595531803258
3,7,51,49,0,69.05538152232539
5,7,81,61,0,89.5339094092906
6,8,94,87,0,114.35783484675615
5,5,58,42,0,95.79542125512879
6,5,79,50,1,98.79312255016906
8,8,69,64,1,118.00548994503337
7,4,87,81,1,111.48409842345967
5,7,50,87,0,105.34792033140539
6,7,54,47,0,89.1970780089647
4,4,84,48,0,86.60810644678885
9,6,85,54,0,118.66557074199224
4,6,50,71,0,75.1045535595124
1,5,63,42,1,54.35080255365046
7,8,58,43,1,89.88106092268183
7,5,79,69,1,103.48029678333782
4,6,73,52,0,81.51726182130196
3,4,53,83,1,82.56598273952092
8,5,99,60,1,125.0629927038126
5,7,63,80,1,112.4233994104082
7,7,74,85,1,118.66769202960481
4,4,53,58,0,82.67663108074896
4,6,74,78,0,100.64067313620102
8,7,59,87,1,117.9464672041137
8,7,84,61,1,104.6539232798722
2,8,56,59,1,76.21015807519635
2,5,91,76,1,87.07688934460764
3,6,62,70,1,86.63252812572915
3,5,53,49,1,70.84614143437375
1,6,99,57,1,80.51508829449615
3,7,92,82,1,105.21842370689582
6,8,85,78,1,109.43739026458161
8,5,63,85,0,113.45680138784854
6,7,67,59,1,96.40191923491497
5,6,57,57,0,83.59991099931842
4,5,81,50,0,84.08704922616094
3,5,76,61,1,77.17800113389485
4,7,91,83,1,106.39353173665215
7,5,86,57,0,98.70732882985568
1,8,72,73,0,76.52865514214679
7,8,56,62,1,108.29914748066479
1,7,61,40,0,53.69805820599764
2,6,74,49,1,70.9229980027883
4,7,52,40,1,71.05040433523968
1,8,75,77,0,87.460277057194
9,4,53,78,1,110.43777943793893
6,4,91,88,0,111.60022695441778
1,5,85,48,1,79.37852550615037
1,5,64,70,1,73.82590789824708
6,4,81,46,0,90.86030340016579
4,8,78,56,0,95.75677042046564
4,5,59,74,1,94.83595780020207
6,7,70,87,1,113.41599342011129
7,7,65,76,0,109.71053879499307
9,8,96,57,1,116.86310703432326
5,5,68,72,0,87.49978420925025
9,7,78,43,0,100.87662409184041
4,5,67,62,0,92.3030606008714
2,5,93,50,1,73.83707742872367
3,7,65,48,0,68.36261624369085
1,4,50,69,1,62.28039509875508
6,7,97,47,0,99.3990588096538
6,8,51,79,1,106.51310696334441
1,6,64,44,1,68.63379488513283
3,7,88,51,0,84.25629833038678
5,5,77,40,0,71.19805076637965
3,5,50,54,0,62.96361114994815
3,7,54,64,1,89.0266437413791
3,6,91,57,1,86.78350877711597
5,7,71,77,1,109.73795909009006
5,6,85,81,0,102.25159526042341
4,6,95,85,0,98.1617178585574
1,8,62,65,0,70.58369611166647
5,5,50,79,0,84.65975102225153
5,5,65,42,0,72.67223618798788
4,6,90,61,1,95.50462853282623
6,5,71,65,0,96.3580254518451
4,4,81,58,1,78.34904338372851
7,6,65,83,0,107.91315996245451
7,5,64,83,0,102.76692132220124
2,4,95,86,0,86.25792595520593
3,8,91,78,0,97.96342309566538
1,5,61,75,0,68.04774063655394
8,4,50,60,1,104.91068997423338
9,7,66,80,0,124.7403093812553
4,7,90,87,1,115.40914146971019
6,4,99,65,1,102.72544902254849
9,6,77,52,1,106.28750582540339
6,6,56,75,1,101.71014964694058
9,5,58,63,0,103.14825816856867
4,7,71,80,0,92.25588418788317
8,6,75,65,0,101.12132776666519
9,6,61,60,0,105.09241015365964
4,7,56,57,0,77.27965274873763
5,8,95,54,1,104.9417351851901
8,6,96,54,0,111.1255302576074
6,4,64,45,0,85.20399902711358
7,5,87,82,1,110.8035222405998
3,6,70,70,0,85.00529153846816
7,6,63,67,0,95.76267146883164
8,8,51,47,1,93.69792894594457
6,4,57,68,0,86.95698881525644
9,5,94,60,1,123.54352490067309
6,6,55,56,1,89.63840823214758
9,5,86,88,0,132.62727329979555
4,7,86,63,1,99.04439257760167
8,6,82,89,0,119.12954760509712
4,6,90,75,0,102.30024214453205
2,7,55,70,0,77.72698386057142
9,8,75,86,1,126.83720305776647
5,6,88,73,1,114.19401317790258
4,5,90,41,1,83.79739411543238
2,4,86,81,1,89.39398095992746
1,5,63,42,1,55.62233665047192
7,8,86,69,1,122.19769133803868
6,4,57,47,1,86.18637713680653
2,5,88,46,1,77.54619090147621
8,5,62,51,1,96.56234328237115
4,7,62,58,1,90.77050285955033
8,8,89,65,1,124.75906796785401
7,7,92,67,0,106.75610880609437
5,4,77,54,1,81.01504930159504
8,7,67,53,0,103.50686529669461
9,8,68,87,0,117.0332652519713
5,6,87,53,0,90.36007888918888
5,6,81,42,0,80.06377447606346
2,4,71,89,1,94.8933260539446
5,6,51,68,0,84.33578054616396
3,7,62,45,0,75.63636486001901
7,4,72,88,0,106.02895277818486
5,8,74,62,1,104.19995502529805
8,4,77,67,0,114.90170771918415
1,4,60,53,0,52.159764308168796
3,5,82,53,1,82.56017860865454
3,5,73,59,1,95.14391207955033
9,4,51,52,1,99.6329441345146
5,6,79,66,1,99.00894135114824
9,5,66,74,1,120.74249473675509
9,8,89,84,1,134.90540432047376
1,7,83,41,1,60.86387002714724
2,5,87,80,1,96.76143687419469
5,4,71,84,1,91.28525793067404
4,6,54,79,0,85.61604174430829
9,7,97,87,1,142.63712874578323
7,5,89,63,0,101.41728785678607
6,6,65,68,0,92.03151753767798
7,6,62,42,1,95.9963195258328
1,6,75,84,1,82.24442606582807
1,4,80,43,1,57.38887140204023
